Name,Student ID,Email,Gender,Course,Hobbies,Academic Interests,Extracurricular Interests,Past Club Involvement,Past Clubs,Skills,Preferred Content Types,Activity Frequency
Gary Cochran,STU1520,waynejohnson@example.net,Female,Physics,"['Sports', 'Technology']","['Physics', 'History']",['Drama'],No,"['letter', 'manager']","['Public Speaking', 'Leadership', 'Writing']",['Podcasts'],Monthly
Steven Webster,STU1521,cgallegos@example.net,Female,Computer Science,"['Sports', 'Travel', 'Arts']",['Biology'],"['Robotics', 'Photography', 'Music Band']",No,"['close', 'save']","['Writing', 'Design', 'Public Speaking']",['Videos'],Monthly
William Miller,STU1522,jmiller@example.com,Male,Literature,"['Sports', 'Travel']",['Mathematics'],"['Photography', 'Drama', 'Debate']",Yes,[],"['Event Planning', 'Public Speaking']","['Videos', 'Articles']",Monthly
Madeline Jordan,STU1523,colleen36@example.net,Male,Physics,"['Writing', 'Arts', 'Music']","['Data Science', 'Engineering', 'AI']","['Debate', 'Sports Teams']",Yes,[],"['Public Speaking', 'Writing', 'Event Planning']","['Articles', 'Events', 'Videos']",Monthly
Robert Foster,STU1524,richbriana@example.net,Other,Computer Science,"['Technology', 'Science', 'Travel']","['Biology', 'History', 'Mathematics']","['Photography', 'Robotics']",Yes,"['control', 'lose']","['Writing', 'Public Speaking', 'Event Planning']","['Videos', 'Tutorials']",Weekly
Eugene Cummings,STU1525,fphelps@example.com,Female,History,"['Science', 'Writing']","['Physics', 'Data Science', 'History']",['Sports Teams'],Yes,[],"['Design', 'Event Planning']","['Podcasts', 'Tutorials']",Bi-weekly
David Taylor,STU1526,canderson@example.net,Other,Physics,"['Cooking', 'Gaming', 'Technology']","['Mathematics', 'History', 'AI']",['Sports Teams'],No,[],['Public Speaking'],"['Videos', 'Articles']",Weekly
Samantha Williams,STU1527,annettecole@example.org,Female,History,['Gaming'],"['Biology', 'Literature', 'AI']",['Debate'],Yes,[],"['Leadership', 'Design']","['Events', 'Tutorials', 'Videos']",Monthly
Jennifer Kaufman,STU1528,lwilliams@example.com,Male,Literature,"['Reading', 'Writing', 'Music']","['AI', 'Physics', 'Data Science']",['Drama'],No,[],"['Design', 'Writing']","['Articles', 'Podcasts']",Monthly
James Miles PhD,STU1529,mhughes@example.net,Male,Literature,"['Cooking', 'Music', 'Gaming']",['Mathematics'],"['Music Band', 'Debate', 'Drama']",Yes,"['usually', 'service']","['Public Speaking', 'Writing']","['Tutorials', 'Events']",Weekly
Roger Wells,STU1530,bensonbryan@example.org,Other,Mathematics,"['Travel', 'Cooking']",['History'],['Drama'],No,"['election', 'stop']","['Writing', 'Event Planning', 'Leadership']","['Tutorials', 'Articles', 'Events']",Bi-weekly
Mike Herrera,STU1531,davidstafford@example.net,Female,Physics,"['Technology', 'Arts']","['Literature', 'Engineering', 'Mathematics']","['Sports Teams', 'Drama']",No,[],['Leadership'],"['Articles', 'Podcasts']",Bi-weekly
Christine Hunter,STU1532,carterdavid@example.org,Female,Mathematics,"['Music', 'Travel', 'Technology']","['AI', 'Biology']","['Sports Teams', 'Debate', 'Photography']",No,"['including', 'series']","['Event Planning', 'Design', 'Programming']","['Videos', 'Articles', 'Tutorials']",Weekly
Connor Rivers,STU1533,wileyjohnathan@example.org,Female,History,"['Music', 'Technology']",['Engineering'],['Debate'],No,"['knowledge', 'road']","['Leadership', 'Public Speaking']",['Events'],Weekly
James Mathis,STU1534,darren96@example.net,Female,Physics,['Arts'],"['Mathematics', 'AI']","['Sports Teams', 'Debate', 'Music Band']",No,[],"['Public Speaking', 'Event Planning']","['Videos', 'Podcasts']",Monthly
Amanda Reed,STU1535,michelle38@example.net,Other,Biology,"['Music', 'Writing']","['Literature', 'Physics']",['Volunteering'],No,[],"['Leadership', 'Event Planning']","['Videos', 'Events']",Weekly
Michelle Walker,STU1536,epayne@example.org,Male,Literature,"['Cooking', 'Travel']","['Engineering', 'Biology']","['Photography', 'Sports Teams']",Yes,"['feeling', 'create']","['Programming', 'Event Planning']",['Tutorials'],Weekly
Jennifer Cochran,STU1537,nathan71@example.org,Female,Literature,"['Science', 'Arts']",['Literature'],['Sports Teams'],Yes,[],['Writing'],"['Articles', 'Events', 'Tutorials']",Monthly
David Flores,STU1538,michael16@example.org,Male,Biology,['Music'],"['Engineering', 'AI']",['Music Band'],Yes,[],"['Design', 'Leadership', 'Writing']","['Events', 'Tutorials', 'Podcasts']",Monthly
Heidi Russell,STU1539,johnsonallison@example.net,Other,Literature,"['Technology', 'Science']",['AI'],"['Drama', 'Sports Teams']",No,"['wait', 'care']","['Event Planning', 'Leadership', 'Public Speaking']",['Videos'],Weekly
Linda Rice,STU1540,joshuahaynes@example.org,Female,Mathematics,['Writing'],['Data Science'],"['Debate', 'Drama', 'Robotics']",Yes,[],"['Event Planning', 'Public Speaking']",['Podcasts'],Monthly
Danielle Moore,STU1541,clayjohn@example.org,Male,Biology,['Reading'],"['Biology', 'Physics']","['Robotics', 'Debate', 'Volunteering']",No,[],"['Public Speaking', 'Writing']",['Articles'],Bi-weekly
Mr. Michael Jackson,STU1542,choward@example.net,Male,Computer Science,"['Science', 'Arts', 'Writing']",['Mathematics'],"['Robotics', 'Music Band']",No,[],['Programming'],['Tutorials'],Bi-weekly
James Mcdonald,STU1543,nkeller@example.com,Female,Computer Science,"['Gaming', 'Reading', 'Technology']","['History', 'Data Science']","['Volunteering', 'Music Band']",No,"['heart', 'or']",['Programming'],['Podcasts'],Weekly
Samuel Trevino,STU1544,hodgesdavid@example.net,Other,Literature,"['Arts', 'Technology', 'Science']",['Mathematics'],"['Robotics', 'Debate']",Yes,[],"['Leadership', 'Design', 'Event Planning']","['Podcasts', 'Tutorials', 'Articles']",Bi-weekly
Brandon Adams,STU1545,charlesnathan@example.org,Female,Computer Science,"['Cooking', 'Writing']","['AI', 'History', 'Mathematics']","['Photography', 'Volunteering']",No,"['require', 'understand']","['Leadership', 'Writing']","['Podcasts', 'Articles']",Monthly
Mark Green,STU1546,dominicnavarro@example.org,Other,Engineering,['Sports'],"['Data Science', 'History']","['Sports Teams', 'Drama']",Yes,"['dog', 'people']",['Public Speaking'],"['Tutorials', 'Videos', 'Podcasts']",Bi-weekly
Michele Wilcox,STU1547,jonescindy@example.net,Female,Engineering,['Music'],['Data Science'],['Photography'],Yes,[],"['Design', 'Event Planning', 'Writing']","['Tutorials', 'Videos']",Weekly
Sally Griffin,STU1548,rbrown@example.org,Male,Physics,['Sports'],"['Data Science', 'Physics', 'AI']","['Volunteering', 'Debate', 'Music Band']",Yes,[],"['Event Planning', 'Design']","['Podcasts', 'Tutorials', 'Articles']",Monthly
Erin Oneal,STU1549,keith89@example.org,Male,History,['Cooking'],"['Physics', 'Data Science', 'Mathematics']","['Volunteering', 'Music Band']",Yes,[],['Design'],"['Articles', 'Podcasts']",Weekly
Randall Walls,STU1550,browndavid@example.com,Male,Physics,"['Arts', 'Reading']","['Literature', 'Biology', 'Mathematics']","['Drama', 'Volunteering', 'Photography']",No,[],"['Event Planning', 'Design']",['Podcasts'],Weekly
Isaac Edwards,STU1551,cgutierrez@example.org,Female,Computer Science,"['Sports', 'Gaming', 'Writing']",['Biology'],['Volunteering'],No,"['democratic', 'difficult']","['Event Planning', 'Design']","['Articles', 'Podcasts']",Bi-weekly
Emma Hall,STU1552,rsmith@example.com,Female,Literature,"['Sports', 'Gaming']",['Literature'],['Music Band'],Yes,[],"['Programming', 'Writing', 'Design']","['Tutorials', 'Articles']",Monthly
Laura George,STU1553,juanbarker@example.net,Other,Literature,"['Science', 'Technology', 'Sports']","['Physics', 'Biology']","['Photography', 'Debate']",No,[],"['Leadership', 'Event Planning']","['Tutorials', 'Podcasts']",Monthly
Joshua Green,STU1554,halljames@example.com,Female,Biology,"['Travel', 'Music']","['Literature', 'Physics']",['Music Band'],No,[],"['Event Planning', 'Programming', 'Public Speaking']","['Podcasts', 'Tutorials']",Monthly
Thomas Powell,STU1555,irwinstephen@example.com,Female,Literature,['Writing'],"['AI', 'Literature', 'Data Science']","['Music Band', 'Photography', 'Sports Teams']",Yes,"['find', 'board']","['Public Speaking', 'Design', 'Leadership']","['Articles', 'Tutorials', 'Events']",Monthly
Melissa Bowers,STU1556,ramirezlori@example.org,Other,Mathematics,"['Science', 'Arts']","['Data Science', 'Engineering', 'History']",['Volunteering'],No,[],"['Programming', 'Writing', 'Design']","['Articles', 'Videos', 'Tutorials']",Bi-weekly
Mrs. Caroline Sims,STU1557,phillip88@example.com,Male,Biology,['Writing'],"['Physics', 'AI']","['Robotics', 'Music Band', 'Sports Teams']",Yes,[],['Public Speaking'],"['Videos', 'Podcasts', 'Tutorials']",Monthly
Michael Rodriguez,STU1558,megan50@example.org,Female,Biology,['Sports'],"['Engineering', 'AI']","['Sports Teams', 'Drama']",Yes,"['cultural', 'skin']",['Writing'],"['Events', 'Tutorials', 'Podcasts']",Bi-weekly
Johnny Roberts,STU1559,zbenson@example.net,Male,History,"['Arts', 'Music']",['Physics'],['Photography'],No,[],"['Public Speaking', 'Leadership', 'Design']","['Articles', 'Events', 'Podcasts']",Monthly
Becky Torres,STU1560,matthewsalan@example.net,Male,Computer Science,"['Cooking', 'Science']",['Data Science'],['Music Band'],Yes,[],['Programming'],"['Events', 'Articles']",Bi-weekly
Justin Carlson,STU1561,mblair@example.com,Other,Computer Science,['Arts'],"['Data Science', 'Mathematics', 'Biology']",['Sports Teams'],No,"['yet', 'from']","['Event Planning', 'Programming', 'Public Speaking']",['Tutorials'],Bi-weekly
Amy Brooks,STU1562,michaelgarcia@example.net,Male,Literature,"['Cooking', 'Science', 'Music']",['Biology'],"['Drama', 'Volunteering']",Yes,"['outside', 'training']","['Leadership', 'Design']","['Videos', 'Tutorials', 'Articles']",Bi-weekly
Brian Miller,STU1563,gonzalesjohn@example.org,Female,Physics,"['Cooking', 'Science', 'Travel']","['Data Science', 'Mathematics']","['Photography', 'Volunteering', 'Robotics']",No,[],"['Writing', 'Leadership', 'Event Planning']","['Events', 'Tutorials']",Weekly
Rose Walker,STU1564,lovekimberly@example.net,Female,Physics,['Cooking'],"['History', 'Data Science', 'Engineering']","['Volunteering', 'Debate']",No,"['kitchen', 'human']","['Programming', 'Event Planning']",['Videos'],Weekly
Alice Williams,STU1565,ghunt@example.com,Male,Computer Science,['Music'],"['Physics', 'History', 'AI']","['Photography', 'Debate', 'Sports Teams']",Yes,"['along', 'plan']","['Leadership', 'Programming', 'Design']",['Tutorials'],Weekly
Jeremy Murphy,STU1566,jessemartinez@example.net,Other,Physics,['Travel'],['Physics'],['Debate'],Yes,[],"['Writing', 'Programming']","['Tutorials', 'Videos', 'Podcasts']",Bi-weekly
Dennis Ruiz,STU1567,bramos@example.org,Other,Computer Science,['Gaming'],"['Physics', 'Biology']","['Music Band', 'Volunteering']",No,"['impact', 'treat']","['Public Speaking', 'Event Planning']","['Tutorials', 'Videos']",Bi-weekly
Amber Pugh,STU1568,randall89@example.net,Other,Mathematics,['Sports'],"['Physics', 'Literature', 'Mathematics']",['Photography'],Yes,[],['Public Speaking'],"['Tutorials', 'Events']",Weekly
Matthew Campbell,STU1569,tonyajackson@example.net,Other,History,['Sports'],['Mathematics'],"['Debate', 'Drama']",Yes,[],"['Event Planning', 'Writing', 'Design']","['Videos', 'Tutorials']",Monthly
Kathryn Jackson,STU1570,crystal27@example.net,Male,History,"['Reading', 'Cooking']",['Biology'],"['Sports Teams', 'Debate', 'Photography']",No,[],['Public Speaking'],"['Articles', 'Tutorials']",Monthly
Emily Martinez,STU1571,hahnbrent@example.net,Other,History,"['Technology', 'Music', 'Gaming']",['Literature'],"['Debate', 'Volunteering', 'Photography']",Yes,[],"['Event Planning', 'Design']","['Podcasts', 'Videos']",Weekly
Shannon Schroeder,STU1572,christina23@example.com,Other,Literature,['Reading'],"['History', 'Physics']",['Sports Teams'],No,[],"['Leadership', 'Public Speaking', 'Design']",['Articles'],Bi-weekly
Jamie Jones,STU1573,pamela90@example.org,Female,Mathematics,['Science'],['Literature'],['Music Band'],No,[],"['Public Speaking', 'Leadership', 'Event Planning']","['Tutorials', 'Podcasts', 'Articles']",Weekly
Shelby Lopez,STU1574,jasoncruz@example.net,Other,History,['Science'],"['Literature', 'Biology']","['Debate', 'Volunteering']",Yes,"['civil', 'late']",['Public Speaking'],['Videos'],Weekly
Shelly David DDS,STU1575,deannamorgan@example.com,Male,Literature,['Arts'],['Data Science'],"['Photography', 'Debate', 'Sports Teams']",Yes,"['owner', 'investment']","['Programming', 'Writing', 'Public Speaking']","['Tutorials', 'Events', 'Articles']",Weekly
Andrea Benson,STU1576,stephanie68@example.org,Male,Physics,['Sports'],['Data Science'],"['Volunteering', 'Photography']",Yes,"['let', 'understand']",['Event Planning'],['Tutorials'],Monthly
Maria Ramirez,STU1577,cooperlarry@example.org,Male,Computer Science,"['Writing', 'Sports', 'Reading']","['Physics', 'Biology', 'Engineering']",['Photography'],Yes,"['hotel', 'poor']","['Writing', 'Event Planning']","['Videos', 'Podcasts', 'Articles']",Bi-weekly
Patricia Taylor,STU1578,alexandra46@example.com,Other,Engineering,"['Arts', 'Cooking', 'Gaming']",['AI'],"['Robotics', 'Sports Teams']",No,"['Mrs', 'sense']","['Programming', 'Design']","['Videos', 'Tutorials', 'Articles']",Weekly
Charles Lopez,STU1579,jeffrey23@example.net,Female,Computer Science,['Cooking'],"['Literature', 'Physics', 'Mathematics']",['Music Band'],No,[],"['Design', 'Writing', 'Programming']","['Podcasts', 'Tutorials', 'Events']",Weekly
Austin Davis,STU1580,christine16@example.org,Female,Biology,['Sports'],"['Literature', 'Data Science']","['Debate', 'Robotics']",Yes,[],"['Event Planning', 'Design']","['Podcasts', 'Events']",Weekly
Dawn Williams,STU1581,psmith@example.net,Female,Computer Science,"['Reading', 'Technology', 'Gaming']","['Engineering', 'Biology']","['Music Band', 'Robotics']",No,[],"['Event Planning', 'Programming', 'Leadership']",['Events'],Weekly
Cindy Jackson,STU1582,zdavis@example.org,Female,Mathematics,"['Science', 'Travel', 'Cooking']","['Mathematics', 'Literature']",['Drama'],Yes,[],"['Programming', 'Writing']","['Podcasts', 'Events']",Bi-weekly
Jennifer Hill,STU1583,travisellis@example.com,Female,Physics,"['Travel', 'Music']",['Physics'],"['Sports Teams', 'Photography']",No,[],"['Design', 'Event Planning', 'Programming']",['Tutorials'],Weekly
Christina Williams,STU1584,bwhite@example.net,Other,History,"['Reading', 'Arts', 'Gaming']","['Literature', 'History', 'Engineering']","['Sports Teams', 'Photography', 'Debate']",No,[],"['Public Speaking', 'Leadership', 'Writing']","['Events', 'Articles']",Monthly
Tricia Gonzales,STU1585,ybaird@example.org,Female,Computer Science,"['Music', 'Travel', 'Cooking']","['History', 'Mathematics', 'Literature']","['Photography', 'Volunteering']",No,[],['Design'],"['Podcasts', 'Tutorials']",Weekly
Colton Sanchez,STU1586,hrich@example.com,Female,Computer Science,"['Music', 'Travel', 'Gaming']",['Engineering'],['Sports Teams'],Yes,[],['Programming'],['Videos'],Weekly
Michael Henderson,STU1587,jennifer48@example.com,Female,Biology,['Sports'],"['Biology', 'Literature']","['Debate', 'Photography']",No,"['despite', 'system']","['Writing', 'Design']","['Tutorials', 'Videos']",Monthly
Ryan Casey,STU1588,sgonzalez@example.com,Other,Biology,['Reading'],"['AI', 'Physics']",['Volunteering'],No,"['low', 'determine']",['Leadership'],['Events'],Monthly
Annette Massey,STU1589,laura24@example.com,Male,Engineering,"['Technology', 'Cooking']",['AI'],"['Music Band', 'Drama', 'Debate']",No,[],"['Programming', 'Leadership']",['Events'],Weekly
Robert Carson,STU1590,christopher59@example.net,Other,Mathematics,['Science'],['Biology'],['Photography'],No,[],"['Writing', 'Public Speaking', 'Design']",['Articles'],Monthly
Jennifer Baker,STU1591,heathermoran@example.net,Female,History,"['Technology', 'Travel', 'Cooking']","['Engineering', 'Biology']","['Music Band', 'Photography', 'Debate']",No,[],['Leadership'],"['Events', 'Videos', 'Podcasts']",Weekly
Tyler Rojas,STU1592,stevenjohnson@example.org,Other,History,"['Gaming', 'Technology']",['Engineering'],"['Debate', 'Volunteering', 'Robotics']",No,[],"['Programming', 'Writing', 'Design']",['Articles'],Weekly
Elizabeth Wilson,STU1593,ycollins@example.net,Other,Mathematics,"['Writing', 'Cooking', 'Sports']","['Literature', 'Physics']",['Drama'],Yes,"['bag', 'nation']","['Writing', 'Event Planning']","['Articles', 'Tutorials', 'Events']",Weekly
Charles Johnson,STU1594,michellesanchez@example.org,Other,Engineering,['Technology'],"['AI', 'History']",['Music Band'],No,"['appear', 'range']",['Leadership'],"['Podcasts', 'Events']",Monthly
Janet Johnson,STU1595,kevin21@example.net,Male,Mathematics,"['Arts', 'Music']","['AI', 'Engineering']",['Robotics'],No,"['stand', 'close']",['Writing'],"['Tutorials', 'Videos', 'Articles']",Monthly
Amanda Mosley,STU1596,walkersonia@example.net,Female,Biology,"['Travel', 'Arts']","['AI', 'Biology']","['Music Band', 'Volunteering', 'Drama']",No,[],"['Public Speaking', 'Writing']",['Tutorials'],Bi-weekly
Bonnie Allen,STU1597,kbailey@example.net,Male,Mathematics,"['Technology', 'Music']",['Engineering'],['Debate'],No,"['serious', 'treatment']","['Event Planning', 'Design']","['Events', 'Videos']",Bi-weekly
Shawn Rush,STU1598,ywatson@example.com,Female,Physics,"['Travel', 'Music']","['Mathematics', 'AI']","['Drama', 'Sports Teams', 'Robotics']",Yes,"['continue', 'too']",['Design'],"['Articles', 'Podcasts']",Weekly
Julian Shaw,STU1599,mccartypaul@example.org,Other,Engineering,"['Science', 'Cooking']","['Biology', 'Literature', 'Engineering']","['Sports Teams', 'Robotics']",Yes,[],['Writing'],['Articles'],Bi-weekly
William Olson,STU1600,cookarthur@example.org,Female,Physics,"['Science', 'Cooking', 'Gaming']","['Data Science', 'Physics', 'Mathematics']","['Drama', 'Volunteering', 'Music Band']",Yes,[],"['Public Speaking', 'Event Planning']","['Articles', 'Tutorials']",Weekly
Kenneth Hunter,STU1601,dominguezandrew@example.org,Female,History,"['Sports', 'Cooking']","['History', 'Engineering', 'Physics']","['Sports Teams', 'Volunteering']",No,"['letter', 'himself']",['Design'],"['Articles', 'Events']",Monthly
Rhonda Leach,STU1602,ariana86@example.net,Other,Physics,"['Writing', 'Technology', 'Arts']","['Data Science', 'Literature', 'Mathematics']","['Music Band', 'Volunteering', 'Photography']",Yes,[],"['Writing', 'Programming']","['Events', 'Tutorials']",Bi-weekly
Jason Erickson,STU1603,modom@example.net,Female,Literature,"['Music', 'Sports', 'Gaming']",['Biology'],['Debate'],Yes,"['big', 'happen']",['Public Speaking'],"['Videos', 'Events', 'Articles']",Monthly
Penny Camacho,STU1604,lovejeffrey@example.com,Other,Computer Science,"['Gaming', 'Sports']","['AI', 'Physics', 'Biology']",['Music Band'],No,[],['Public Speaking'],"['Podcasts', 'Videos']",Monthly
Laura Harmon,STU1605,okim@example.net,Other,Biology,"['Gaming', 'Arts']",['Data Science'],['Robotics'],Yes,[],['Design'],['Articles'],Weekly
Jeffrey Duarte,STU1606,victoria38@example.org,Male,Biology,"['Arts', 'Sports', 'Gaming']",['Data Science'],['Photography'],Yes,[],['Public Speaking'],['Videos'],Weekly
Christian Williams,STU1607,andrewcooper@example.net,Female,Engineering,['Science'],"['Biology', 'Engineering']",['Photography'],No,[],"['Design', 'Public Speaking', 'Leadership']","['Tutorials', 'Podcasts', 'Events']",Monthly
Allen Walker,STU1608,stevenmendoza@example.net,Female,Biology,['Writing'],"['Engineering', 'Physics', 'History']","['Volunteering', 'Sports Teams', 'Robotics']",Yes,"['second', 'ready']","['Leadership', 'Programming']","['Podcasts', 'Events']",Bi-weekly
Paula Pham,STU1609,jennifer09@example.org,Female,Physics,"['Music', 'Arts']","['Literature', 'Data Science']","['Music Band', 'Debate']",No,"['behavior', 'thank']","['Leadership', 'Event Planning', 'Public Speaking']","['Articles', 'Podcasts']",Monthly
Jasmine Webb,STU1610,andersonsteven@example.com,Female,History,['Technology'],"['Data Science', 'Physics', 'Literature']","['Debate', 'Robotics', 'Music Band']",Yes,[],['Programming'],"['Articles', 'Tutorials', 'Videos']",Bi-weekly
Joshua Bernard,STU1611,flee@example.net,Other,History,['Gaming'],"['Engineering', 'History', 'Literature']","['Photography', 'Volunteering', 'Robotics']",Yes,"['nor', 'painting']","['Leadership', 'Programming', 'Design']","['Articles', 'Podcasts']",Monthly
Benjamin White DVM,STU1612,john89@example.org,Other,Computer Science,['Arts'],"['Literature', 'Physics']","['Sports Teams', 'Robotics', 'Volunteering']",Yes,[],"['Leadership', 'Design']","['Videos', 'Podcasts']",Weekly
Wanda Smith,STU1613,iwalker@example.com,Female,Physics,"['Technology', 'Gaming', 'Science']",['Mathematics'],['Drama'],Yes,"['anyone', 'total']","['Programming', 'Design']",['Events'],Monthly
Elizabeth King,STU1614,gabbott@example.org,Male,Mathematics,"['Travel', 'Arts']",['Biology'],['Debate'],No,[],"['Writing', 'Leadership']",['Tutorials'],Bi-weekly
Sandra Grimes,STU1615,qeaton@example.com,Male,Computer Science,['Cooking'],['Literature'],['Drama'],Yes,"['cell', 'may']","['Event Planning', 'Leadership', 'Programming']","['Articles', 'Tutorials']",Weekly
Lauren Griffin,STU1616,sean17@example.net,Other,Literature,"['Arts', 'Music', 'Technology']","['Biology', 'Literature']","['Photography', 'Robotics']",Yes,[],"['Writing', 'Programming', 'Leadership']",['Tutorials'],Monthly
Dana Love,STU1617,patricia22@example.org,Female,Mathematics,['Technology'],"['Data Science', 'Biology']","['Drama', 'Volunteering']",No,"['somebody', 'like']","['Leadership', 'Design']",['Tutorials'],Weekly
Brian Cole,STU1618,roblessamuel@example.org,Female,Physics,['Music'],"['Physics', 'History']",['Debate'],No,[],"['Event Planning', 'Programming']","['Events', 'Tutorials']",Bi-weekly
Morgan Orr,STU1619,ashleychan@example.org,Female,Mathematics,['Arts'],"['AI', 'Literature', 'Engineering']","['Music Band', 'Sports Teams']",Yes,[],"['Public Speaking', 'Writing', 'Programming']",['Articles'],Weekly
Victoria Williams,STU1620,phamilton@example.net,Male,Computer Science,"['Travel', 'Reading', 'Gaming']","['Mathematics', 'Biology', 'AI']",['Volunteering'],No,"['rock', 'let']",['Programming'],['Articles'],Bi-weekly
Madison Monroe,STU1621,frostbrandon@example.org,Male,Engineering,['Arts'],['AI'],['Robotics'],Yes,[],"['Design', 'Public Speaking', 'Leadership']",['Tutorials'],Monthly
Jessica Soto,STU1622,jonesroberta@example.com,Other,Literature,"['Writing', 'Travel', 'Sports']","['Data Science', 'Biology', 'Literature']",['Robotics'],No,[],"['Event Planning', 'Programming', 'Leadership']","['Podcasts', 'Tutorials', 'Articles']",Bi-weekly
Alice Chen,STU1623,renee47@example.org,Male,Mathematics,"['Arts', 'Music']","['History', 'Mathematics', 'AI']","['Volunteering', 'Robotics']",No,"['over', 'bag']","['Leadership', 'Public Speaking', 'Event Planning']","['Podcasts', 'Articles']",Bi-weekly
Sean Butler,STU1624,mmoore@example.com,Other,Computer Science,"['Reading', 'Writing']",['Literature'],"['Debate', 'Volunteering', 'Photography']",No,"['off', 'ever']",['Leadership'],"['Podcasts', 'Videos']",Weekly
Terry Anderson,STU1625,vasqueztracey@example.com,Male,Mathematics,['Music'],['Engineering'],['Robotics'],No,[],"['Programming', 'Event Planning']","['Events', 'Articles', 'Podcasts']",Bi-weekly
Patricia Anderson,STU1626,margaretashley@example.org,Male,Physics,"['Science', 'Sports', 'Music']",['Literature'],['Volunteering'],Yes,[],['Writing'],['Articles'],Weekly
Michael Anderson,STU1627,caldwellmichele@example.com,Other,History,['Reading'],"['Engineering', 'Physics']","['Photography', 'Sports Teams', 'Drama']",No,"['cultural', 'able']",['Design'],"['Videos', 'Events', 'Podcasts']",Weekly
Paula Dunlap,STU1628,olsenallen@example.org,Female,Literature,"['Sports', 'Cooking']","['Literature', 'AI', 'Mathematics']","['Drama', 'Robotics', 'Debate']",Yes,[],"['Design', 'Event Planning']",['Articles'],Weekly
Brooke Dunn,STU1629,mwall@example.net,Other,Physics,['Arts'],['History'],"['Drama', 'Sports Teams']",No,[],"['Writing', 'Public Speaking']","['Events', 'Videos', 'Articles']",Weekly
Gavin Bennett,STU1630,ekemp@example.net,Female,Computer Science,"['Arts', 'Reading']","['Engineering', 'Mathematics', 'History']","['Sports Teams', 'Drama', 'Music Band']",Yes,[],"['Design', 'Writing', 'Leadership']",['Tutorials'],Bi-weekly
Steven Wilson,STU1631,kerryjackson@example.net,Female,Biology,"['Music', 'Writing', 'Sports']","['History', 'Literature']","['Photography', 'Robotics']",Yes,[],"['Design', 'Writing', 'Event Planning']",['Articles'],Bi-weekly
Emily Turner,STU1632,vedwards@example.com,Male,History,['Gaming'],"['Biology', 'Data Science']","['Photography', 'Robotics']",Yes,[],"['Event Planning', 'Leadership']","['Events', 'Tutorials']",Weekly
Don Deleon,STU1633,brittany65@example.org,Male,Literature,"['Travel', 'Sports', 'Technology']","['Data Science', 'Biology']","['Drama', 'Robotics']",No,"['wife', 'imagine']","['Event Planning', 'Design', 'Writing']","['Videos', 'Articles', 'Tutorials']",Monthly
Dawn Floyd,STU1634,john22@example.com,Other,Literature,"['Gaming', 'Music', 'Sports']","['Engineering', 'Biology']","['Drama', 'Music Band', 'Debate']",Yes,"['purpose', 'past']","['Programming', 'Writing', 'Public Speaking']","['Videos', 'Podcasts', 'Articles']",Monthly
Richard Hunt,STU1635,richardromero@example.org,Male,Engineering,"['Science', 'Reading', 'Sports']",['Engineering'],['Debate'],Yes,[],['Leadership'],['Articles'],Monthly
Michael Snyder,STU1636,mollycollins@example.com,Male,Biology,['Writing'],"['Data Science', 'Literature', 'History']","['Debate', 'Robotics']",No,[],"['Design', 'Writing']","['Tutorials', 'Articles']",Weekly
Jerry Hess,STU1637,lee14@example.com,Other,Literature,"['Arts', 'Writing']","['AI', 'Engineering', 'Mathematics']",['Volunteering'],No,[],['Leadership'],"['Articles', 'Tutorials']",Bi-weekly
Jacqueline Walton,STU1638,johnlucero@example.net,Other,Computer Science,"['Cooking', 'Arts', 'Gaming']",['Literature'],"['Robotics', 'Drama', 'Debate']",No,[],"['Programming', 'Public Speaking']","['Tutorials', 'Podcasts', 'Videos']",Bi-weekly
Tracy Carlson,STU1639,garciadanielle@example.com,Male,Engineering,"['Music', 'Travel', 'Sports']",['Mathematics'],"['Drama', 'Photography']",No,[],['Programming'],"['Podcasts', 'Articles']",Monthly
Theresa Smith,STU1640,denise09@example.com,Female,Physics,"['Music', 'Cooking']","['AI', 'History']",['Volunteering'],Yes,[],['Event Planning'],['Articles'],Bi-weekly
Taylor Fowler,STU1641,danielford@example.com,Male,Biology,['Sports'],"['Data Science', 'History']","['Volunteering', 'Music Band', 'Photography']",Yes,"['form', 'because']","['Public Speaking', 'Writing']","['Podcasts', 'Events', 'Tutorials']",Weekly
Mark Calderon,STU1642,ohoffman@example.org,Female,Mathematics,"['Sports', 'Writing']","['Engineering', 'Literature', 'Physics']",['Robotics'],No,"['goal', 'material']",['Leadership'],"['Events', 'Videos']",Monthly
Maurice Hunter,STU1643,wmatthews@example.com,Other,Engineering,['Cooking'],['AI'],"['Photography', 'Music Band']",No,"['federal', 'third']",['Event Planning'],"['Events', 'Tutorials']",Weekly
Ashley Krueger,STU1644,emedina@example.com,Other,History,['Science'],['Biology'],"['Sports Teams', 'Volunteering']",Yes,[],['Public Speaking'],"['Articles', 'Tutorials', 'Podcasts']",Monthly
Laura Frost,STU1645,pmcconnell@example.net,Other,Mathematics,"['Cooking', 'Sports', 'Music']","['Literature', 'History']",['Sports Teams'],No,[],"['Design', 'Event Planning', 'Programming']","['Articles', 'Events', 'Videos']",Bi-weekly
Richard Freeman,STU1646,kylejennings@example.net,Female,History,['Reading'],"['Data Science', 'Literature', 'Physics']",['Robotics'],No,[],['Design'],['Tutorials'],Bi-weekly
